,Name,Unit,Year,N,Mean_Value,Characteristic,Description
3158,Cyanide,mg/l,2002,15,213.6,Cyanide,Poison
3159,Cyanide,mg/l,2003,12,61.25,Cyanide,Poison
3160,Cyanide,mg/l,2004,7,175.571428571429,Cyanide,Poison
3161,Cyanide,mg/l,2005,9,194.888888888889,Cyanide,Poison
3162,Cyanide,mg/l,2006,20,89.35,Cyanide,Poison
3163,Cyanide,mg/l,2007,19,142.157894736842,Cyanide,Poison
3164,Cyanide,mg/l,2008,19,236.947368421053,Cyanide,Poison
3165,Cyanide,mg/l,2009,4,116.25,Cyanide,Poison
3166,Cyanide,mg/l,2010,17,104.705882352941,Cyanide,Poison
3167,Cyanide,mg/l,2011,12,275.25,Cyanide,Poison
3168,Cyanide,mg/l,2012,9,186.888888888889,Cyanide,Poison
3169,Cyanides amenable to chlorination (HCN & CN),mg/l,1984,9,454,Cyanides amenable to chlorination (HCN & CN),Poison
3170,Cyanides amenable to chlorination (HCN & CN),mg/l,1985,8,738.25,Cyanides amenable to chlorination (HCN & CN),Poison
3171,Cyanides amenable to chlorination (HCN & CN),mg/l,1986,4,843.25,Cyanides amenable to chlorination (HCN & CN),Poison
3172,Cyanides amenable to chlorination (HCN & CN),mg/l,1987,8,129.625,Cyanides amenable to chlorination (HCN & CN),Poison
3173,Cyanides amenable to chlorination (HCN & CN),mg/l,1988,5,558.2,Cyanides amenable to chlorination (HCN & CN),Poison
3174,Cyanides amenable to chlorination (HCN & CN),mg/l,1989,9,181.444444444444,Cyanides amenable to chlorination (HCN & CN),Poison
3175,Cyanides amenable to chlorination (HCN & CN),mg/l,1990,9,241.333333333333,Cyanides amenable to chlorination (HCN & CN),Poison
3176,Cyanides amenable to chlorination (HCN & CN),mg/l,1991,6,377,Cyanides amenable to chlorination (HCN & CN),Poison
3177,Cyanides amenable to chlorination (HCN & CN),mg/l,1992,2,294,Cyanides amenable to chlorination (HCN & CN),Poison
3178,Cyanides amenable to chlorination (HCN & CN),mg/l,1994,2,833.5,Cyanides amenable to chlorination (HCN & CN),Poison
3179,Cyanides amenable to chlorination (HCN & CN),mg/l,1995,5,1074.6,Cyanides amenable to chlorination (HCN & CN),Poison
3180,Cyanides amenable to chlorination (HCN & CN),mg/l,1996,8,675,Cyanides amenable to chlorination (HCN & CN),Poison
3181,Cyanides amenable to chlorination (HCN & CN),mg/l,1997,7,596,Cyanides amenable to chlorination (HCN & CN),Poison
3182,Cyanides amenable to chlorination (HCN & CN),mg/l,1998,5,729.6,Cyanides amenable to chlorination (HCN & CN),Poison
3183,Cyanides amenable to chlorination (HCN & CN),mg/l,1999,6,626,Cyanides amenable to chlorination (HCN & CN),Poison
3184,Cyanides amenable to chlorination (HCN & CN),mg/l,2001,1,262,Cyanides amenable to chlorination (HCN & CN),Poison
3185,Cyanides amenable to chlorination (HCN & CN),mg/l,2002,2,1,Cyanides amenable to chlorination (HCN & CN),Poison
3186,Cyanides amenable to chlorination (HCN & CN),mg/l,2003,7,78.4285714285714,Cyanides amenable to chlorination (HCN & CN),Poison
3187,Cyanides amenable to chlorination (HCN & CN),mg/l,2004,7,1,Cyanides amenable to chlorination (HCN & CN),Poison
3188,Cyanides amenable to chlorination (HCN & CN),mg/l,2005,5,81.4,Cyanides amenable to chlorination (HCN & CN),Poison
3189,Cyanides amenable to chlorination (HCN & CN),mg/l,2006,8,77,Cyanides amenable to chlorination (HCN & CN),Poison
3190,Cyanides amenable to chlorination (HCN & CN),mg/l,2007,6,1,Cyanides amenable to chlorination (HCN & CN),Poison
3191,Cyanides amenable to chlorination (HCN & CN),mg/l,2008,8,23.625,Cyanides amenable to chlorination (HCN & CN),Poison
3279,Desisopropyl atrazine,,2007,3,1,Desisopropyl atrazine,Poison
3280,Desisopropyl atrazine,,2008,13,1,Desisopropyl atrazine,Poison
3281,Desisopropyl atrazine,,2010,1,1,Desisopropyl atrazine,Poison
3282,Desisopropyl atrazine,,2013,1,1,Desisopropyl atrazine,Poison
3283,Desisopropyl atrazine,,2015,5,1,Desisopropyl atrazine,Poison
3284,Desisopropyl atrazine,,2017,1,1,Desisopropyl atrazine,Poison
3285,Desisopropyl atrazine,% recovery,2012,4,2789.75,Desisopropyl atrazine,Poison
3286,Desisopropyl atrazine,% recovery,2013,2,5526,Desisopropyl atrazine,Poison
3287,Desisopropyl atrazine,% recovery,2016,2,13465.5,Desisopropyl atrazine,Poison
3288,Desisopropyl atrazine,ng/l,2010,10,1,Desisopropyl atrazine,Poison
3289,Desisopropyl atrazine,ng/l,2012,8,1,Desisopropyl atrazine,Poison
3290,Desisopropyl atrazine,ng/l,2013,9,1,Desisopropyl atrazine,Poison
3291,Desisopropyl atrazine,ng/l,2014,5,1,Desisopropyl atrazine,Poison
3292,Desisopropyl atrazine,ng/l,2015,1,1,Desisopropyl atrazine,Poison
3293,Desisopropyl atrazine,ng/l,2016,4,1,Desisopropyl atrazine,Poison
3350,Diazinon,,1988,11,1,Diazinon,Poison
3351,Diazinon,,1989,10,1,Diazinon,Poison
3352,Diazinon,,1998,14,1,Diazinon,Poison
3353,Diazinon,,2000,10,1,Diazinon,Poison
3354,Diazinon,,2003,4,1,Diazinon,Poison
3355,Diazinon,,2004,2,1,Diazinon,Poison
3356,Diazinon,,2006,1,1,Diazinon,Poison
3357,Diazinon,,2007,3,1,Diazinon,Poison
3358,Diazinon,,2008,14,1,Diazinon,Poison
3359,Diazinon,,2010,1,1,Diazinon,Poison
3360,Diazinon,,2011,1,1,Diazinon,Poison
3361,Diazinon,,2013,1,1,Diazinon,Poison
3362,Diazinon,,2014,4,1,Diazinon,Poison
3363,Diazinon,,2015,7,1,Diazinon,Poison
3364,Diazinon,,2017,1,1,Diazinon,Poison
3365,Diazinon,% recovery,2012,4,3047.25,Diazinon,Poison
3366,Diazinon,% recovery,2013,2,6159,Diazinon,Poison
3367,Diazinon,% recovery,2016,2,8924.5,Diazinon,Poison
3368,Diazinon,ng/l,2010,10,1,Diazinon,Poison
3369,Diazinon,ng/l,2012,8,1,Diazinon,Poison
3370,Diazinon,ng/l,2013,16,1,Diazinon,Poison
3371,Diazinon,ng/l,2014,10,1,Diazinon,Poison
3372,Diazinon,ng/l,2015,1,1,Diazinon,Poison
3373,Diazinon,ng/l,2016,4,1,Diazinon,Poison
3374,Diazinon,ug/l,1988,2,558,Diazinon,Poison
3375,Diazinon,ug/l,1990,1,1,Diazinon,Poison
3376,Diazinon,ug/l,1991,1,1,Diazinon,Poison
3377,Diazinon,ug/l,1992,1,1,Diazinon,Poison
3378,Diazinon,ug/l,2000,2,338,Diazinon,Poison
3379,Diazinon,ug/l,2010,10,1,Diazinon,Poison
3380,Diazinon-D10,%,1998,14,13655.0714285714,Diazinon-D10,Poison
3381,Diazinon-D10,%,2000,12,9822.16666666667,Diazinon-D10,Poison
3382,Diazinon-D10,%,2003,4,5769.25,Diazinon-D10,Poison
3383,Diazinon-D10,%,2004,2,2888.5,Diazinon-D10,Poison
3384,Diazinon-D10,%,2006,1,3089,Diazinon-D10,Poison
3385,Diazinon-D10,%,2007,3,2662,Diazinon-D10,Poison
3386,Diazinon-D10,%,2008,14,6186,Diazinon-D10,Poison
3387,Diazinon-D10,%,2010,1,13754,Diazinon-D10,Poison
3388,Diazinon-D10,%,2011,1,14260,Diazinon-D10,Poison
3389,Diazinon-D10,%,2013,1,15063,Diazinon-D10,Poison
3390,Diazinon-D10,%,2015,5,9877.4,Diazinon-D10,Poison
3391,Diazinon-D10,%,2017,1,14818,Diazinon-D10,Poison
3462,Dicamba,,1989,8,1,Dicamba,Poison
3463,Dicamba,,1998,13,1,Dicamba,Poison
3464,Dicamba,,2007,3,1,Dicamba,Poison
3465,Dicamba,,2008,13,1,Dicamba,Poison
3466,Dicamba,,2010,1,1,Dicamba,Poison
3467,Dicamba,,2013,1,1,Dicamba,Poison
3468,Dicamba,,2015,5,1,Dicamba,Poison
3469,Dicamba,,2017,1,1,Dicamba,Poison
3470,Dicamba,ug/l,1988,3,1,Dicamba,Poison
3471,Dicamba,ug/l,1990,6,1,Dicamba,Poison
3472,Dicamba,ug/l,1991,2,1,Dicamba,Poison
3473,Dicamba,ug/l,1992,1,1,Dicamba,Poison
3474,Dicamba,ug/l,1999,5,1,Dicamba,Poison
3475,Dicamba,ug/l,2000,11,1,Dicamba,Poison
3476,Dicamba,ug/l,2012,1,1,Dicamba,Poison
3499,Dichlorprop,% recovery,2012,4,5860.25,Dichlorprop,Poison
3500,Dichlorprop,% recovery,2013,2,5079.5,Dichlorprop,Poison
3501,Dichlorprop,% recovery,2016,2,14943,Dichlorprop,Poison
3502,Dichlorprop,ng/l,2010,8,1,Dichlorprop,Poison
3503,Dichlorprop,ng/l,2012,8,1,Dichlorprop,Poison
3504,Dichlorprop,ng/l,2013,9,1,Dichlorprop,Poison
3505,Dichlorprop,ng/l,2014,5,1,Dichlorprop,Poison
3506,Dichlorprop,ng/l,2015,1,1,Dichlorprop,Poison
3507,Dichlorprop,ng/l,2016,4,1,Dichlorprop,Poison
3508,Dichlorprop,ug/l,1991,2,1,Dichlorprop,Poison
3509,Dichlorprop,ug/l,1992,1,1,Dichlorprop,Poison
3510,Dichlorprop,ug/l,1999,5,1,Dichlorprop,Poison
3511,Dichlorvos,,2006,1,1,Dichlorvos,Poison
3512,Dichlorvos,,2007,3,1,Dichlorvos,Poison
3513,Dichlorvos,,2008,14,1,Dichlorvos,Poison
3514,Dichlorvos,,2010,1,1,Dichlorvos,Poison
3515,Dichlorvos,,2011,1,1,Dichlorvos,Poison
3516,Dichlorvos,,2013,1,1,Dichlorvos,Poison
3517,Dichlorvos,,2015,6,1,Dichlorvos,Poison
3518,Dichlorvos,,2017,1,1,Dichlorvos,Poison
3519,Dichlorvos,ng/l,2013,7,1,Dichlorvos,Poison
3520,Dichlorvos,ng/l,2014,5,1,Dichlorvos,Poison
3521,Dichlorvos,ug/l,1991,1,1,Dichlorvos,Poison
3522,Dichlorvos,ug/l,1992,1,1,Dichlorvos,Poison
3523,Dichlorvos,ug/l,2010,10,119.3,Dichlorvos,Poison
3524,Dieldrin,,1988,11,1,Dieldrin,Poison
3525,Dieldrin,,1989,4,1,Dieldrin,Poison
3526,Dieldrin,,1990,1,1,Dieldrin,Poison
3527,Dieldrin,,1998,14,1,Dieldrin,Poison
3528,Dieldrin,,1999,4,1,Dieldrin,Poison
3529,Dieldrin,,2000,12,1,Dieldrin,Poison
3530,Dieldrin,,2003,4,1,Dieldrin,Poison
3531,Dieldrin,,2004,2,1,Dieldrin,Poison
3532,Dieldrin,,2006,1,1,Dieldrin,Poison
3533,Dieldrin,,2007,3,1,Dieldrin,Poison
3534,Dieldrin,,2008,14,1,Dieldrin,Poison
3535,Dieldrin,,2010,1,1,Dieldrin,Poison
3536,Dieldrin,,2011,1,1,Dieldrin,Poison
3537,Dieldrin,ug/kg,1988,2,1199,Dieldrin,Poison
3538,Dieldrin,ug/l,1986,3,1,Dieldrin,Poison
3539,Dieldrin,ug/l,1987,3,1,Dieldrin,Poison
3540,Dieldrin,ug/l,1988,6,1,Dieldrin,Poison
3541,Dieldrin,ug/l,1989,10,1,Dieldrin,Poison
3542,Dieldrin,ug/l,1990,5,1,Dieldrin,Poison
3543,Dieldrin,ug/l,1991,2,1,Dieldrin,Poison
3544,Dieldrin,ug/l,1992,1,1,Dieldrin,Poison
3545,Dieldrin,ug/l,1993,1,1,Dieldrin,Poison
3546,Dieldrin,ug/l,1999,5,1,Dieldrin,Poison
3547,Dieldrin,ug/l,2006,2,1,Dieldrin,Poison
3548,Dieldrin,ug/l,2012,1,1,Dieldrin,Poison
3572,Dimethenamid,,2013,1,1,Dimethenamid,Poison
3573,Dimethenamid,,2015,5,1,Dimethenamid,Poison
3574,Dimethenamid,,2017,1,1,Dimethenamid,Poison
3575,Dimethenamid,% recovery,2012,4,8928.75,Dimethenamid,Poison
3576,Dimethenamid,% recovery,2013,2,6176.5,Dimethenamid,Poison
3577,Dimethenamid,% recovery,2016,2,2651,Dimethenamid,Poison
3578,Dimethenamid,ng/l,2010,10,1,Dimethenamid,Poison
3579,Dimethenamid,ng/l,2012,8,1,Dimethenamid,Poison
3580,Dimethenamid,ng/l,2013,9,1,Dimethenamid,Poison
3581,Dimethenamid,ng/l,2014,5,1,Dimethenamid,Poison
3582,Dimethenamid,ng/l,2015,1,1,Dimethenamid,Poison
3583,Dimethenamid,ng/l,2016,4,1,Dimethenamid,Poison
3584,Dimethenamid ESA,,2013,1,1,Dimethenamid ESA,Poison
3585,Dimethenamid ESA,,2015,5,1,Dimethenamid ESA,Poison
3586,Dimethenamid ESA,,2017,1,1,Dimethenamid ESA,Poison
3587,Dimethenamid ESA,% recovery,2012,4,3160,Dimethenamid ESA,Poison
3588,Dimethenamid ESA,% recovery,2013,2,7504,Dimethenamid ESA,Poison
3589,Dimethenamid ESA,% recovery,2016,2,2677.5,Dimethenamid ESA,Poison
3590,Dimethenamid ESA,ng/l,2010,10,1,Dimethenamid ESA,Poison
3591,Dimethenamid ESA,ng/l,2012,8,1,Dimethenamid ESA,Poison
3592,Dimethenamid ESA,ng/l,2013,9,1,Dimethenamid ESA,Poison
3593,Dimethenamid ESA,ng/l,2014,5,1,Dimethenamid ESA,Poison
3594,Dimethenamid ESA,ng/l,2015,1,1,Dimethenamid ESA,Poison
3595,Dimethenamid ESA,ng/l,2016,4,1,Dimethenamid ESA,Poison
3596,Dimethyl phthalate,,1989,1,1,Dimethyl phthalate,Poison
3597,Dimethyl phthalate,,1999,2,1,Dimethyl phthalate,Poison
3598,Dimethyl phthalate,,2000,1,1,Dimethyl phthalate,Poison
3599,Dimethyl phthalate,ug/kg,2002,2,1,Dimethyl phthalate,Poison
3600,Dimethyl phthalate,ug/l,1990,4,1,Dimethyl phthalate,Poison
3601,Dimethyl phthalate,ug/l,1992,1,1,Dimethyl phthalate,Poison
3602,Dimethyl phthalate,ug/l,1994,1,1,Dimethyl phthalate,Poison
3603,Dimethyl phthalate,ug/l,1995,6,1,Dimethyl phthalate,Poison
3604,Dimethyl phthalate,ug/l,1996,7,874.285714285714,Dimethyl phthalate,Poison
3605,Dimethyl phthalate,ug/l,1997,9,1,Dimethyl phthalate,Poison
3606,Dimethyl phthalate,ug/l,1998,13,1,Dimethyl phthalate,Poison
3607,Dimethyl phthalate,ug/l,1999,19,1,Dimethyl phthalate,Poison
3608,Dimethyl phthalate,ug/l,2000,15,1,Dimethyl phthalate,Poison
3609,Dimethyl phthalate,ug/l,2001,6,1,Dimethyl phthalate,Poison
3610,Dimethyl phthalate,ug/l,2002,7,1,Dimethyl phthalate,Poison
3611,Dimethyl phthalate,ug/l,2006,1,1,Dimethyl phthalate,Poison
3612,Dimethyl phthalate,ug/l,2007,1,1,Dimethyl phthalate,Poison
3613,Dimethyl phthalate,ug/l,2008,1,1,Dimethyl phthalate,Poison
3675,Disulfoton,,1989,8,1,Disulfoton,Poison
3676,Disulfoton,,1998,14,1,Disulfoton,Poison
3677,Disulfoton,,2000,12,1,Disulfoton,Poison
3678,Disulfoton,,2003,4,1,Disulfoton,Poison
3679,Disulfoton,,2004,2,1,Disulfoton,Poison
3680,Disulfoton,,2006,1,1,Disulfoton,Poison
3681,Disulfoton,,2007,3,1,Disulfoton,Poison
3682,Disulfoton,,2008,14,1,Disulfoton,Poison
3683,Disulfoton,,2010,1,1,Disulfoton,Poison
3684,Disulfoton,,2011,1,1,Disulfoton,Poison
3685,Disulfoton,,2013,1,1,Disulfoton,Poison
3686,Disulfoton,,2015,5,1,Disulfoton,Poison
3687,Disulfoton,,2017,1,1,Disulfoton,Poison
3688,Disulfoton,ug/l,1991,1,1,Disulfoton,Poison
3689,Disulfoton,ug/l,1992,1,1,Disulfoton,Poison
3690,Disulfoton sulfone,,2006,1,1,Disulfoton sulfone,Poison
3691,Disulfoton sulfone,,2007,3,1,Disulfoton sulfone,Poison
3692,Disulfoton sulfone,,2008,14,1,Disulfoton sulfone,Poison
3693,Disulfoton sulfone,,2010,1,1,Disulfoton sulfone,Poison
3694,Disulfoton sulfone,,2011,1,1,Disulfoton sulfone,Poison
3695,Disulfoton sulfone,,2013,1,1,Disulfoton sulfone,Poison
3696,Disulfoton sulfone,,2015,5,1,Disulfoton sulfone,Poison
3697,Disulfoton sulfone,,2017,1,1,Disulfoton sulfone,Poison
3698,Disulfoton sulfone,% recovery,2012,4,6156,Disulfoton sulfone,Poison
3699,Disulfoton sulfone,% recovery,2013,2,5671.5,Disulfoton sulfone,Poison
3700,Disulfoton sulfone,% recovery,2016,2,8804.5,Disulfoton sulfone,Poison
3701,Disulfoton sulfone,ng/l,2010,10,1,Disulfoton sulfone,Poison
3702,Disulfoton sulfone,ng/l,2012,8,1,Disulfoton sulfone,Poison
3703,Disulfoton sulfone,ng/l,2013,9,1,Disulfoton sulfone,Poison
3704,Disulfoton sulfone,ng/l,2014,5,1,Disulfoton sulfone,Poison
3705,Disulfoton sulfone,ng/l,2015,1,1,Disulfoton sulfone,Poison
3706,Disulfoton sulfone,ng/l,2016,2,1,Disulfoton sulfone,Poison
3707,Diuron,,1998,13,1,Diuron,Poison
3708,Diuron,,2007,3,1,Diuron,Poison
3709,Diuron,,2008,9,1,Diuron,Poison
3710,Diuron,,2010,1,1,Diuron,Poison
3711,Diuron,,2013,1,1,Diuron,Poison
3712,Diuron,,2015,5,1,Diuron,Poison
3713,Diuron,,2017,1,1,Diuron,Poison
3714,Diuron,% recovery,2012,4,5984.25,Diuron,Poison
3715,Diuron,% recovery,2013,2,5793,Diuron,Poison
3716,Diuron,% recovery,2016,2,15032.5,Diuron,Poison
3717,Diuron,ng/l,2010,10,2067.3,Diuron,Poison
3718,Diuron,ng/l,2012,8,1,Diuron,Poison
3719,Diuron,ng/l,2013,9,1,Diuron,Poison
3720,Diuron,ng/l,2014,5,1,Diuron,Poison
3721,Diuron,ng/l,2015,1,1,Diuron,Poison
3722,Diuron,ng/l,2016,4,1,Diuron,Poison
3723,Diuron,ug/l,2008,4,366.5,Diuron,Poison
3724,Endosulfan sulfate,,2006,1,1,Endosulfan sulfate,Poison
3725,Endosulfan sulfate,,2007,3,1,Endosulfan sulfate,Poison
3726,Endosulfan sulfate,,2008,14,1,Endosulfan sulfate,Poison
3727,Endosulfan sulfate,,2010,1,1,Endosulfan sulfate,Poison
3728,Endosulfan sulfate,,2011,1,1,Endosulfan sulfate,Poison
3729,Endosulfan sulfate,ug/l,1987,3,1,Endosulfan sulfate,Poison
3730,Endosulfan sulfate,ug/l,1988,6,1,Endosulfan sulfate,Poison
3731,Endosulfan sulfate,ug/l,1989,10,1,Endosulfan sulfate,Poison
3732,Endosulfan sulfate,ug/l,1990,5,1,Endosulfan sulfate,Poison
3733,Endosulfan sulfate,ug/l,1991,2,1,Endosulfan sulfate,Poison
3734,Endosulfan sulfate,ug/l,1992,1,1,Endosulfan sulfate,Poison
3735,Endosulfan sulfate,ug/l,2006,2,1,Endosulfan sulfate,Poison
3736,Endrin,,1988,13,1,Endrin,Poison
3737,Endrin,,1989,4,1,Endrin,Poison
3738,Endrin,,1999,4,1,Endrin,Poison
3739,Endrin,ug/l,1986,3,1,Endrin,Poison
3740,Endrin,ug/l,1987,3,1,Endrin,Poison
3741,Endrin,ug/l,1988,6,1,Endrin,Poison
3742,Endrin,ug/l,1989,10,1,Endrin,Poison
3743,Endrin,ug/l,1990,6,101.833333333333,Endrin,Poison
3744,Endrin,ug/l,1991,2,1,Endrin,Poison
3745,Endrin,ug/l,1992,1,1,Endrin,Poison
3746,Endrin,ug/l,1993,1,1,Endrin,Poison
3747,Endrin,ug/l,1999,5,1,Endrin,Poison
3748,Endrin,ug/l,2006,2,1,Endrin,Poison
3749,Endrin,ug/l,2012,1,1,Endrin,Poison
3769,Ethoprop,,1998,14,1,Ethoprop,Poison
3770,Ethoprop,,2000,12,1,Ethoprop,Poison
3771,Ethoprop,,2003,4,1,Ethoprop,Poison
3772,Ethoprop,,2004,2,1,Ethoprop,Poison
3773,Ethoprop,,2006,1,1,Ethoprop,Poison
3774,Ethoprop,,2007,3,1,Ethoprop,Poison
3775,Ethoprop,,2008,14,1,Ethoprop,Poison
3776,Ethoprop,,2010,1,1,Ethoprop,Poison
3777,Ethoprop,,2011,1,1,Ethoprop,Poison
3778,Ethoprop,,2013,1,1,Ethoprop,Poison
3779,Ethoprop,,2015,5,1,Ethoprop,Poison
3780,Ethoprop,,2017,1,1,Ethoprop,Poison
3781,Ethoprop,% recovery,2012,4,6023,Ethoprop,Poison
3782,Ethoprop,% recovery,2013,2,5493,Ethoprop,Poison
3783,Ethoprop,% recovery,2016,2,2710.5,Ethoprop,Poison
3784,Ethoprop,ng/l,2010,10,1,Ethoprop,Poison
3785,Ethoprop,ng/l,2012,8,1,Ethoprop,Poison
3786,Ethoprop,ng/l,2013,9,1,Ethoprop,Poison
3787,Ethoprop,ng/l,2014,5,1,Ethoprop,Poison
3788,Ethoprop,ng/l,2015,1,1,Ethoprop,Poison
3789,Ethoprop,ng/l,2016,4,1,Ethoprop,Poison
3812,Ethylene dibromide,,1989,5,1,Ethylene dibromide,Poison
3813,Ethylene dibromide,,1998,13,1,Ethylene dibromide,Poison
3814,Ethylene dibromide,,2003,4,1,Ethylene dibromide,Poison
3815,Ethylene dibromide,,2004,2,1,Ethylene dibromide,Poison
3816,Ethylene dibromide,,2006,1,1,Ethylene dibromide,Poison
3817,Ethylene dibromide,,2007,3,1,Ethylene dibromide,Poison
3818,Ethylene dibromide,,2008,14,1,Ethylene dibromide,Poison
3819,Ethylene dibromide,,2010,1,1,Ethylene dibromide,Poison
3820,Ethylene dibromide,,2011,1,1,Ethylene dibromide,Poison
3821,Ethylene dibromide,,2013,1,1,Ethylene dibromide,Poison
3822,Ethylene dibromide,,2015,5,1,Ethylene dibromide,Poison
3823,Ethylene dibromide,,2017,1,1,Ethylene dibromide,Poison
3824,Ethylene dibromide,ug/l,2007,1,1,Ethylene dibromide,Poison
3825,Ethylene dibromide,ug/l,2008,1,1,Ethylene dibromide,Poison
3892,Fipronil,,2003,4,1,Fipronil,Poison
3893,Fipronil,,2004,2,1,Fipronil,Poison
3894,Fipronil,,2006,1,1,Fipronil,Poison
3895,Fipronil,,2007,3,1,Fipronil,Poison
3896,Fipronil,,2008,14,1,Fipronil,Poison
3897,Fipronil,,2010,1,1,Fipronil,Poison
3898,Fipronil,,2011,1,1,Fipronil,Poison
3899,Fipronil,,2013,1,1,Fipronil,Poison
3900,Fipronil,,2015,5,1,Fipronil,Poison
3901,Fipronil,,2017,1,1,Fipronil,Poison
3902,Fipronil,% recovery,2012,4,11853,Fipronil,Poison
3903,Fipronil,% recovery,2013,2,5775.5,Fipronil,Poison
3904,Fipronil,% recovery,2016,2,14508,Fipronil,Poison
3905,Fipronil,ng/l,2012,8,1,Fipronil,Poison
3906,Fipronil,ng/l,2013,9,1,Fipronil,Poison
3907,Fipronil,ng/l,2014,5,1,Fipronil,Poison
3908,Fipronil,ng/l,2015,1,1,Fipronil,Poison
3909,Fipronil,ng/l,2016,4,1,Fipronil,Poison
3910,Fipronil Sulfone,,2003,4,1,Fipronil Sulfone,Poison
3911,Fipronil Sulfone,,2004,2,1,Fipronil Sulfone,Poison
3912,Fipronil Sulfone,,2006,1,1,Fipronil Sulfone,Poison
3913,Fipronil Sulfone,,2007,3,1,Fipronil Sulfone,Poison
3914,Fipronil Sulfone,,2008,14,1,Fipronil Sulfone,Poison
3915,Fipronil Sulfone,,2010,1,1,Fipronil Sulfone,Poison
3916,Fipronil Sulfone,,2011,1,1,Fipronil Sulfone,Poison
3917,Fipronil Sulfone,,2013,1,1,Fipronil Sulfone,Poison
3918,Fipronil Sulfone,,2015,5,1,Fipronil Sulfone,Poison
3919,Fipronil Sulfone,,2017,1,1,Fipronil Sulfone,Poison
3920,Fipronil Sulfone,% recovery,2016,2,15078,Fipronil Sulfone,Poison
3921,Fipronil Sulfone,ng/l,2014,5,1,Fipronil Sulfone,Poison
3922,Fipronil Sulfone,ng/l,2015,1,1,Fipronil Sulfone,Poison
3923,Fipronil Sulfone,ng/l,2016,4,1,Fipronil Sulfone,Poison
4173,Fonofos,,1998,14,1,Fonofos,Poison
4174,Fonofos,,2000,12,1,Fonofos,Poison
4175,Fonofos,,2003,4,1,Fonofos,Poison
4176,Fonofos,,2004,2,1,Fonofos,Poison
4177,Fonofos,,2006,1,1,Fonofos,Poison
4178,Fonofos,,2007,3,1,Fonofos,Poison
4179,Fonofos,,2008,14,1,Fonofos,Poison
4180,Fonofos,,2010,1,1,Fonofos,Poison
4181,Fonofos,,2011,1,1,Fonofos,Poison
4182,Fonofos,,2013,1,1,Fonofos,Poison
4183,Fonofos,,2015,5,1,Fonofos,Poison
4184,Fonofos,,2017,1,1,Fonofos,Poison
4414,Heptachlor,,1988,13,1,Heptachlor,Poison
4415,Heptachlor,,1989,4,1,Heptachlor,Poison
4416,Heptachlor,,1990,1,1,Heptachlor,Poison
4417,Heptachlor,,1999,4,1,Heptachlor,Poison
4418,Heptachlor,ug/l,1986,3,1,Heptachlor,Poison
4419,Heptachlor,ug/l,1987,3,1,Heptachlor,Poison
4420,Heptachlor,ug/l,1988,6,1,Heptachlor,Poison
4421,Heptachlor,ug/l,1989,10,1,Heptachlor,Poison
4422,Heptachlor,ug/l,1990,5,1,Heptachlor,Poison
4423,Heptachlor,ug/l,1991,2,1,Heptachlor,Poison
4424,Heptachlor,ug/l,1992,1,1,Heptachlor,Poison
4425,Heptachlor,ug/l,1993,1,1,Heptachlor,Poison
4426,Heptachlor,ug/l,1999,5,1,Heptachlor,Poison
4427,Heptachlor,ug/l,2006,2,1,Heptachlor,Poison
4428,Heptachlor,ug/l,2012,1,1,Heptachlor,Poison
4429,Heptachlor epoxide,,1988,13,1,Heptachlor epoxide,Poison
4430,Heptachlor epoxide,,1989,4,1,Heptachlor epoxide,Poison
4431,Heptachlor epoxide,,1990,1,1,Heptachlor epoxide,Poison
4432,Heptachlor epoxide,,1999,4,1,Heptachlor epoxide,Poison
4433,Heptachlor epoxide,ug/l,1986,3,1,Heptachlor epoxide,Poison
4434,Heptachlor epoxide,ug/l,1987,3,1,Heptachlor epoxide,Poison
4435,Heptachlor epoxide,ug/l,1988,6,1,Heptachlor epoxide,Poison
4436,Heptachlor epoxide,ug/l,1989,10,1,Heptachlor epoxide,Poison
4437,Heptachlor epoxide,ug/l,1990,5,1,Heptachlor epoxide,Poison
4438,Heptachlor epoxide,ug/l,1991,2,1,Heptachlor epoxide,Poison
4439,Heptachlor epoxide,ug/l,1992,1,1,Heptachlor epoxide,Poison
4440,Heptachlor epoxide,ug/l,1993,2,1,Heptachlor epoxide,Poison
4441,Heptachlor epoxide,ug/l,1999,10,1,Heptachlor epoxide,Poison
4442,Heptachlor epoxide,ug/l,2006,2,1,Heptachlor epoxide,Poison
4443,Heptachlor epoxide,ug/l,2012,1,1,Heptachlor epoxide,Poison
4494,Hexachlorocyclopentadiene,,1989,1,1,Hexachlorocyclopentadiene,Poison
4495,Hexachlorocyclopentadiene,,2000,1,1,Hexachlorocyclopentadiene,Poison
4496,Hexachlorocyclopentadiene,,2013,1,1,Hexachlorocyclopentadiene,Poison
4497,Hexachlorocyclopentadiene,,2015,5,1,Hexachlorocyclopentadiene,Poison
4498,Hexachlorocyclopentadiene,,2017,1,1,Hexachlorocyclopentadiene,Poison
4499,Hexachlorocyclopentadiene,mg/l,2002,1,1,Hexachlorocyclopentadiene,Poison
4500,Hexachlorocyclopentadiene,ug/kg,2002,2,1,Hexachlorocyclopentadiene,Poison
4501,Hexachlorocyclopentadiene,ug/l,1990,4,1,Hexachlorocyclopentadiene,Poison
4502,Hexachlorocyclopentadiene,ug/l,1992,1,1,Hexachlorocyclopentadiene,Poison
