,Name,Unit,Year,N,Mean_Value,Characteristic,Description
1,.alpha.-Endosulfan,,1988,13,1,.alpha.-Endosulfan,Poison
2,.alpha.-Endosulfan,,1989,4,1,.alpha.-Endosulfan,Poison
3,.alpha.-Endosulfan,,1999,2,1,.alpha.-Endosulfan,Poison
4,.alpha.-Endosulfan,,2006,1,1,.alpha.-Endosulfan,Poison
5,.alpha.-Endosulfan,,2007,3,1,.alpha.-Endosulfan,Poison
6,.alpha.-Endosulfan,,2008,14,1,.alpha.-Endosulfan,Poison
7,.alpha.-Endosulfan,,2010,1,1,.alpha.-Endosulfan,Poison
8,.alpha.-Endosulfan,,2011,1,1,.alpha.-Endosulfan,Poison
9,.alpha.-Endosulfan,ug/l,1986,3,1,.alpha.-Endosulfan,Poison
10,.alpha.-Endosulfan,ug/l,1987,3,1,.alpha.-Endosulfan,Poison
11,.alpha.-Endosulfan,ug/l,1988,6,1,.alpha.-Endosulfan,Poison
12,.alpha.-Endosulfan,ug/l,1989,10,41.2,.alpha.-Endosulfan,Poison
13,.alpha.-Endosulfan,ug/l,1990,6,172.666666666667,.alpha.-Endosulfan,Poison
14,.alpha.-Endosulfan,ug/l,1991,2,1,.alpha.-Endosulfan,Poison
15,.alpha.-Endosulfan,ug/l,1992,1,1,.alpha.-Endosulfan,Poison
16,.alpha.-Endosulfan,ug/l,2006,2,1,.alpha.-Endosulfan,Poison
17,.alpha.-Hexachlorocyclohexane,,1998,14,1,.alpha.-Hexachlorocyclohexane,Poison
18,.alpha.-Hexachlorocyclohexane,,1999,4,1,.alpha.-Hexachlorocyclohexane,Poison
19,.alpha.-Hexachlorocyclohexane,,2000,12,1,.alpha.-Hexachlorocyclohexane,Poison
20,.alpha.-Hexachlorocyclohexane,,2003,4,1,.alpha.-Hexachlorocyclohexane,Poison
21,.alpha.-Hexachlorocyclohexane,,2004,2,1,.alpha.-Hexachlorocyclohexane,Poison
22,.alpha.-Hexachlorocyclohexane,ug/l,1987,3,1,.alpha.-Hexachlorocyclohexane,Poison
23,.alpha.-Hexachlorocyclohexane,ug/l,1988,6,1,.alpha.-Hexachlorocyclohexane,Poison
24,.alpha.-Hexachlorocyclohexane,ug/l,1989,10,1,.alpha.-Hexachlorocyclohexane,Poison
25,.alpha.-Hexachlorocyclohexane,ug/l,1990,5,1,.alpha.-Hexachlorocyclohexane,Poison
26,.alpha.-Hexachlorocyclohexane,ug/l,1991,2,1,.alpha.-Hexachlorocyclohexane,Poison
27,.alpha.-Hexachlorocyclohexane,ug/l,1992,1,1,.alpha.-Hexachlorocyclohexane,Poison
28,.alpha.-Hexachlorocyclohexane,ug/l,2006,2,1,.alpha.-Hexachlorocyclohexane,Poison
69,"1,1-Dichloropropene",,1998,13,1,"1,1-Dichloropropene",Poison
70,"1,1-Dichloropropene",,2003,4,1,"1,1-Dichloropropene",Poison
71,"1,1-Dichloropropene",,2004,2,1,"1,1-Dichloropropene",Poison
72,"1,1-Dichloropropene",,2006,1,1,"1,1-Dichloropropene",Poison
73,"1,1-Dichloropropene",,2007,3,1,"1,1-Dichloropropene",Poison
74,"1,1-Dichloropropene",,2008,14,1,"1,1-Dichloropropene",Poison
75,"1,1-Dichloropropene",,2010,1,1,"1,1-Dichloropropene",Poison
76,"1,1-Dichloropropene",,2011,1,1,"1,1-Dichloropropene",Poison
77,"1,1-Dichloropropene",ug/l,1990,1,1,"1,1-Dichloropropene",Poison
78,"1,1-Dichloropropene",ug/l,1991,4,1,"1,1-Dichloropropene",Poison
79,"1,1-Dichloropropene",ug/l,1993,2,1,"1,1-Dichloropropene",Poison
80,"1,1-Dichloropropene",ug/l,1995,1,1,"1,1-Dichloropropene",Poison
81,"1,1-Dichloropropene",ug/l,2007,1,1,"1,1-Dichloropropene",Poison
82,"1,1-Dichloropropene",ug/l,2008,1,1,"1,1-Dichloropropene",Poison
83,"1,1-Dichloropropene",ug/l,2012,1,1,"1,1-Dichloropropene",Poison
160,"1,2-Dibromo-3-chloropropane",,1998,13,1,"1,2-Dibromo-3-chloropropane",Poison
161,"1,2-Dibromo-3-chloropropane",,2003,4,1,"1,2-Dibromo-3-chloropropane",Poison
162,"1,2-Dibromo-3-chloropropane",,2004,2,1,"1,2-Dibromo-3-chloropropane",Poison
163,"1,2-Dibromo-3-chloropropane",,2006,1,1,"1,2-Dibromo-3-chloropropane",Poison
164,"1,2-Dibromo-3-chloropropane",,2007,3,1,"1,2-Dibromo-3-chloropropane",Poison
165,"1,2-Dibromo-3-chloropropane",,2008,14,1,"1,2-Dibromo-3-chloropropane",Poison
166,"1,2-Dibromo-3-chloropropane",,2010,1,1,"1,2-Dibromo-3-chloropropane",Poison
167,"1,2-Dibromo-3-chloropropane",,2011,1,1,"1,2-Dibromo-3-chloropropane",Poison
168,"1,2-Dibromo-3-chloropropane",,2013,1,1,"1,2-Dibromo-3-chloropropane",Poison
169,"1,2-Dibromo-3-chloropropane",,2015,5,1,"1,2-Dibromo-3-chloropropane",Poison
170,"1,2-Dibromo-3-chloropropane",,2017,1,1,"1,2-Dibromo-3-chloropropane",Poison
171,"1,2-Dibromo-3-chloropropane",ug/l,2007,1,1,"1,2-Dibromo-3-chloropropane",Poison
172,"1,2-Dibromo-3-chloropropane",ug/l,2008,1,1,"1,2-Dibromo-3-chloropropane",Poison
311,"1,3-Dichloropropane",,1998,13,1,"1,3-Dichloropropane",Poison
312,"1,3-Dichloropropane",,2003,4,1,"1,3-Dichloropropane",Poison
313,"1,3-Dichloropropane",,2004,2,1,"1,3-Dichloropropane",Poison
314,"1,3-Dichloropropane",,2006,1,1,"1,3-Dichloropropane",Poison
315,"1,3-Dichloropropane",,2007,3,1,"1,3-Dichloropropane",Poison
316,"1,3-Dichloropropane",,2008,14,1,"1,3-Dichloropropane",Poison
317,"1,3-Dichloropropane",,2010,1,1,"1,3-Dichloropropane",Poison
318,"1,3-Dichloropropane",,2011,1,1,"1,3-Dichloropropane",Poison
319,"1,3-Dichloropropane",ug/l,1990,1,1,"1,3-Dichloropropane",Poison
320,"1,3-Dichloropropane",ug/l,1991,4,1,"1,3-Dichloropropane",Poison
321,"1,3-Dichloropropane",ug/l,1993,2,1,"1,3-Dichloropropane",Poison
322,"1,3-Dichloropropane",ug/l,1995,1,1,"1,3-Dichloropropane",Poison
323,"1,3-Dichloropropane",ug/l,2007,1,1,"1,3-Dichloropropane",Poison
324,"1,3-Dichloropropane",ug/l,2008,1,1,"1,3-Dichloropropane",Poison
325,"1,3-Dichloropropane",ug/l,2012,1,1,"1,3-Dichloropropane",Poison
342,1rs Cis-Permethrin,,1998,14,1,1rs Cis-Permethrin,Poison
343,1rs Cis-Permethrin,,1999,2,1,1rs Cis-Permethrin,Poison
344,1rs Cis-Permethrin,,2000,12,1,1rs Cis-Permethrin,Poison
345,1rs Cis-Permethrin,,2003,4,1,1rs Cis-Permethrin,Poison
346,1rs Cis-Permethrin,,2004,2,1,1rs Cis-Permethrin,Poison
347,1rs Cis-Permethrin,,2006,1,1,1rs Cis-Permethrin,Poison
348,1rs Cis-Permethrin,,2007,3,1,1rs Cis-Permethrin,Poison
349,1rs Cis-Permethrin,,2008,14,1,1rs Cis-Permethrin,Poison
350,1rs Cis-Permethrin,,2010,1,1,1rs Cis-Permethrin,Poison
351,1rs Cis-Permethrin,,2011,1,1,1rs Cis-Permethrin,Poison
352,1rs Cis-Permethrin,,2013,1,1,1rs Cis-Permethrin,Poison
353,1rs Cis-Permethrin,,2015,5,1,1rs Cis-Permethrin,Poison
354,1rs Cis-Permethrin,,2017,1,1,1rs Cis-Permethrin,Poison
390,2-Methylnaphthalene,,2000,1,1,2-Methylnaphthalene,Poison
391,2-Methylnaphthalene,,2007,3,1,2-Methylnaphthalene,Poison
392,2-Methylnaphthalene,,2008,12,1,2-Methylnaphthalene,Poison
393,2-Methylnaphthalene,,2014,4,1,2-Methylnaphthalene,Poison
394,2-Methylnaphthalene,,2015,2,1,2-Methylnaphthalene,Poison
395,2-Methylnaphthalene,mg/l,2002,1,1,2-Methylnaphthalene,Poison
396,2-Methylnaphthalene,ng/l,2013,7,1,2-Methylnaphthalene,Poison
397,2-Methylnaphthalene,ng/l,2014,5,1,2-Methylnaphthalene,Poison
398,2-Methylnaphthalene,ug/l,1990,4,1,2-Methylnaphthalene,Poison
399,2-Methylnaphthalene,ug/l,1992,1,1,2-Methylnaphthalene,Poison
400,2-Methylnaphthalene,ug/l,1994,1,1,2-Methylnaphthalene,Poison
401,2-Methylnaphthalene,ug/l,1995,6,1,2-Methylnaphthalene,Poison
402,2-Methylnaphthalene,ug/l,1996,7,1,2-Methylnaphthalene,Poison
403,2-Methylnaphthalene,ug/l,1997,9,1,2-Methylnaphthalene,Poison
404,2-Methylnaphthalene,ug/l,1998,13,1,2-Methylnaphthalene,Poison
405,2-Methylnaphthalene,ug/l,1999,19,1,2-Methylnaphthalene,Poison
406,2-Methylnaphthalene,ug/l,2000,15,1,2-Methylnaphthalene,Poison
407,2-Methylnaphthalene,ug/l,2001,6,1,2-Methylnaphthalene,Poison
408,2-Methylnaphthalene,ug/l,2002,6,1,2-Methylnaphthalene,Poison
409,2-Methylnaphthalene,ug/l,2006,1,1,2-Methylnaphthalene,Poison
410,2-Methylnaphthalene,ug/l,2007,1,1,2-Methylnaphthalene,Poison
411,2-Methylnaphthalene,ug/l,2008,1,1,2-Methylnaphthalene,Poison
412,2-Methylnaphthalene,ug/l,2010,10,1,2-Methylnaphthalene,Poison
457,"2,4-Dichlorophenol",,1989,1,1,"2,4-Dichlorophenol",Poison
458,"2,4-Dichlorophenol",,2000,1,1,"2,4-Dichlorophenol",Poison
459,"2,4-Dichlorophenol",mg/l,2002,1,1,"2,4-Dichlorophenol",Poison
460,"2,4-Dichlorophenol",ug/kg,2002,2,1,"2,4-Dichlorophenol",Poison
461,"2,4-Dichlorophenol",ug/l,1990,4,1,"2,4-Dichlorophenol",Poison
462,"2,4-Dichlorophenol",ug/l,1992,1,1,"2,4-Dichlorophenol",Poison
463,"2,4-Dichlorophenol",ug/l,1994,1,1,"2,4-Dichlorophenol",Poison
464,"2,4-Dichlorophenol",ug/l,1995,6,1,"2,4-Dichlorophenol",Poison
465,"2,4-Dichlorophenol",ug/l,1996,7,1,"2,4-Dichlorophenol",Poison
466,"2,4-Dichlorophenol",ug/l,1997,9,1,"2,4-Dichlorophenol",Poison
467,"2,4-Dichlorophenol",ug/l,1998,13,1,"2,4-Dichlorophenol",Poison
468,"2,4-Dichlorophenol",ug/l,1999,19,1,"2,4-Dichlorophenol",Poison
469,"2,4-Dichlorophenol",ug/l,2000,15,1,"2,4-Dichlorophenol",Poison
470,"2,4-Dichlorophenol",ug/l,2001,6,1,"2,4-Dichlorophenol",Poison
471,"2,4-Dichlorophenol",ug/l,2002,6,1,"2,4-Dichlorophenol",Poison
472,"2,4-Dichlorophenol",ug/l,2006,1,1,"2,4-Dichlorophenol",Poison
473,"2,4-Dichlorophenol",ug/l,2007,1,1,"2,4-Dichlorophenol",Poison
474,"2,4-Dichlorophenol",ug/l,2008,1,1,"2,4-Dichlorophenol",Poison
475,"2,4-Dimethylphenol",,1989,1,1,"2,4-Dimethylphenol",Poison
476,"2,4-Dimethylphenol",,2000,1,1,"2,4-Dimethylphenol",Poison
477,"2,4-Dimethylphenol",mg/l,2000,1,1,"2,4-Dimethylphenol",Poison
478,"2,4-Dimethylphenol",mg/l,2002,1,1,"2,4-Dimethylphenol",Poison
479,"2,4-Dimethylphenol",ug/kg,2002,2,1,"2,4-Dimethylphenol",Poison
480,"2,4-Dimethylphenol",ug/l,1990,4,1,"2,4-Dimethylphenol",Poison
481,"2,4-Dimethylphenol",ug/l,1992,1,1,"2,4-Dimethylphenol",Poison
482,"2,4-Dimethylphenol",ug/l,1994,1,1,"2,4-Dimethylphenol",Poison
483,"2,4-Dimethylphenol",ug/l,1995,6,1,"2,4-Dimethylphenol",Poison
484,"2,4-Dimethylphenol",ug/l,1996,7,1,"2,4-Dimethylphenol",Poison
485,"2,4-Dimethylphenol",ug/l,1997,9,1,"2,4-Dimethylphenol",Poison
486,"2,4-Dimethylphenol",ug/l,1998,13,1,"2,4-Dimethylphenol",Poison
487,"2,4-Dimethylphenol",ug/l,1999,19,325.842105263158,"2,4-Dimethylphenol",Poison
488,"2,4-Dimethylphenol",ug/l,2000,14,1,"2,4-Dimethylphenol",Poison
489,"2,4-Dimethylphenol",ug/l,2001,6,1,"2,4-Dimethylphenol",Poison
490,"2,4-Dimethylphenol",ug/l,2002,6,1,"2,4-Dimethylphenol",Poison
491,"2,4-Dimethylphenol",ug/l,2006,1,1,"2,4-Dimethylphenol",Poison
492,"2,4-Dimethylphenol",ug/l,2007,1,1,"2,4-Dimethylphenol",Poison
493,"2,4-Dimethylphenol",ug/l,2008,1,1,"2,4-Dimethylphenol",Poison
552,"2,4,6-Trichlorophenol",,1989,1,1,"2,4,6-Trichlorophenol",Poison
553,"2,4,6-Trichlorophenol",,2000,1,1,"2,4,6-Trichlorophenol",Poison
554,"2,4,6-Trichlorophenol",mg/l,2002,1,1,"2,4,6-Trichlorophenol",Poison
555,"2,4,6-Trichlorophenol",ug/kg,2002,2,1,"2,4,6-Trichlorophenol",Poison
556,"2,4,6-Trichlorophenol",ug/l,1990,4,1,"2,4,6-Trichlorophenol",Poison
557,"2,4,6-Trichlorophenol",ug/l,1992,1,1,"2,4,6-Trichlorophenol",Poison
558,"2,4,6-Trichlorophenol",ug/l,1994,1,1,"2,4,6-Trichlorophenol",Poison
559,"2,4,6-Trichlorophenol",ug/l,1995,6,1,"2,4,6-Trichlorophenol",Poison
560,"2,4,6-Trichlorophenol",ug/l,1996,7,1,"2,4,6-Trichlorophenol",Poison
561,"2,4,6-Trichlorophenol",ug/l,1997,9,1,"2,4,6-Trichlorophenol",Poison
562,"2,4,6-Trichlorophenol",ug/l,1998,13,1,"2,4,6-Trichlorophenol",Poison
563,"2,4,6-Trichlorophenol",ug/l,1999,19,1,"2,4,6-Trichlorophenol",Poison
564,"2,4,6-Trichlorophenol",ug/l,2000,15,1,"2,4,6-Trichlorophenol",Poison
565,"2,4,6-Trichlorophenol",ug/l,2001,6,1,"2,4,6-Trichlorophenol",Poison
566,"2,4,6-Trichlorophenol",ug/l,2002,6,1,"2,4,6-Trichlorophenol",Poison
567,"2,4,6-Trichlorophenol",ug/l,2006,1,1,"2,4,6-Trichlorophenol",Poison
568,"2,4,6-Trichlorophenol",ug/l,2007,1,1,"2,4,6-Trichlorophenol",Poison
569,"2,4,6-Trichlorophenol",ug/l,2008,1,1,"2,4,6-Trichlorophenol",Poison
589,3-Hydroxycarbofuran,,1998,13,1,3-Hydroxycarbofuran,Poison
590,3-Hydroxycarbofuran,,2007,2,1,3-Hydroxycarbofuran,Poison
591,3-Hydroxycarbofuran,,2008,13,1,3-Hydroxycarbofuran,Poison
592,3-Hydroxycarbofuran,,2010,1,1,3-Hydroxycarbofuran,Poison
593,3-Hydroxycarbofuran,,2013,1,1,3-Hydroxycarbofuran,Poison
594,3-Hydroxycarbofuran,,2015,5,1,3-Hydroxycarbofuran,Poison
595,3-Hydroxycarbofuran,,2017,1,1,3-Hydroxycarbofuran,Poison
596,3-Hydroxycarbofuran,% recovery,2012,4,6081.25,3-Hydroxycarbofuran,Poison
597,3-Hydroxycarbofuran,% recovery,2013,2,5706.5,3-Hydroxycarbofuran,Poison
598,3-Hydroxycarbofuran,% recovery,2016,2,14733,3-Hydroxycarbofuran,Poison
599,3-Hydroxycarbofuran,ng/l,2010,8,1,3-Hydroxycarbofuran,Poison
600,3-Hydroxycarbofuran,ng/l,2012,8,1,3-Hydroxycarbofuran,Poison
601,3-Hydroxycarbofuran,ng/l,2013,9,1,3-Hydroxycarbofuran,Poison
602,3-Hydroxycarbofuran,ng/l,2014,5,1,3-Hydroxycarbofuran,Poison
603,3-Hydroxycarbofuran,ng/l,2015,1,1,3-Hydroxycarbofuran,Poison
604,3-Hydroxycarbofuran,ng/l,2016,4,1,3-Hydroxycarbofuran,Poison
605,3-Hydroxycarbofuran,ug/l,1991,1,1,3-Hydroxycarbofuran,Poison
606,3-Hydroxycarbofuran,ug/l,1992,1,1,3-Hydroxycarbofuran,Poison
607,3-Hydroxycarbofuran,ug/l,1999,5,1,3-Hydroxycarbofuran,Poison
608,3-Hydroxycarbofuran,ug/l,2000,11,1,3-Hydroxycarbofuran,Poison
609,3-Hydroxycarbofuran,ug/l,2012,1,1,3-Hydroxycarbofuran,Poison
627,"4,6-Dinitro-o-cresol",,1989,1,1,"4,6-Dinitro-o-cresol",Poison
628,"4,6-Dinitro-o-cresol",,1998,13,1,"4,6-Dinitro-o-cresol",Poison
629,"4,6-Dinitro-o-cresol",,2000,1,1,"4,6-Dinitro-o-cresol",Poison
630,"4,6-Dinitro-o-cresol",mg/l,2002,1,1,"4,6-Dinitro-o-cresol",Poison
631,"4,6-Dinitro-o-cresol",ug/kg,2002,2,1,"4,6-Dinitro-o-cresol",Poison
632,"4,6-Dinitro-o-cresol",ug/l,1990,4,1,"4,6-Dinitro-o-cresol",Poison
633,"4,6-Dinitro-o-cresol",ug/l,1992,1,1,"4,6-Dinitro-o-cresol",Poison
634,"4,6-Dinitro-o-cresol",ug/l,1994,1,1,"4,6-Dinitro-o-cresol",Poison
635,"4,6-Dinitro-o-cresol",ug/l,1995,6,1,"4,6-Dinitro-o-cresol",Poison
636,"4,6-Dinitro-o-cresol",ug/l,1996,7,1,"4,6-Dinitro-o-cresol",Poison
637,"4,6-Dinitro-o-cresol",ug/l,1997,9,1,"4,6-Dinitro-o-cresol",Poison
638,"4,6-Dinitro-o-cresol",ug/l,1998,13,1,"4,6-Dinitro-o-cresol",Poison
639,"4,6-Dinitro-o-cresol",ug/l,1999,19,1,"4,6-Dinitro-o-cresol",Poison
640,"4,6-Dinitro-o-cresol",ug/l,2000,14,1,"4,6-Dinitro-o-cresol",Poison
641,"4,6-Dinitro-o-cresol",ug/l,2001,6,1,"4,6-Dinitro-o-cresol",Poison
642,"4,6-Dinitro-o-cresol",ug/l,2002,6,1,"4,6-Dinitro-o-cresol",Poison
643,"4,6-Dinitro-o-cresol",ug/l,2006,1,1,"4,6-Dinitro-o-cresol",Poison
644,"4,6-Dinitro-o-cresol",ug/l,2007,1,1,"4,6-Dinitro-o-cresol",Poison
645,"4,6-Dinitro-o-cresol",ug/l,2008,1,1,"4,6-Dinitro-o-cresol",Poison
646,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2003,4,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
647,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2004,2,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
648,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2006,1,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
649,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2007,3,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
650,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2008,14,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
651,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2010,1,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
652,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2011,1,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
653,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2013,1,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
654,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2015,5,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
655,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",,2017,1,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
656,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",% recovery,2012,4,5964.25,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
657,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",% recovery,2013,2,6277,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
658,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",% recovery,2016,2,14962,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
659,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",ng/l,2012,8,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
660,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",ng/l,2013,9,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
661,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",ng/l,2014,5,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
662,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",ng/l,2015,1,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
663,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",ng/l,2016,4,1,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)thio]pyrazole-3-carbonitrile",Poison
701,Acetochlor,,1998,14,1,Acetochlor,Poison
702,Acetochlor,,2000,12,1,Acetochlor,Poison
703,Acetochlor,,2003,4,1,Acetochlor,Poison
704,Acetochlor,,2004,2,1,Acetochlor,Poison
705,Acetochlor,,2006,1,1,Acetochlor,Poison
706,Acetochlor,,2007,3,1,Acetochlor,Poison
707,Acetochlor,,2008,14,1,Acetochlor,Poison
708,Acetochlor,,2010,1,1,Acetochlor,Poison
709,Acetochlor,,2011,1,1,Acetochlor,Poison
710,Acetochlor,,2013,1,1,Acetochlor,Poison
711,Acetochlor,,2015,5,1,Acetochlor,Poison
712,Acetochlor,,2017,1,1,Acetochlor,Poison
713,Acetochlor,% recovery,2012,4,2792.75,Acetochlor,Poison
714,Acetochlor,% recovery,2013,2,6577.5,Acetochlor,Poison
715,Acetochlor,% recovery,2016,2,8848,Acetochlor,Poison
716,Acetochlor,ng/l,2010,6,1,Acetochlor,Poison
717,Acetochlor,ng/l,2012,8,1,Acetochlor,Poison
718,Acetochlor,ng/l,2013,9,1,Acetochlor,Poison
719,Acetochlor,ng/l,2014,5,1,Acetochlor,Poison
720,Acetochlor,ng/l,2015,1,1,Acetochlor,Poison
721,Acetochlor,ng/l,2016,4,1,Acetochlor,Poison
722,Acetochlor OA,,2013,1,1,Acetochlor OA,Poison
723,Acetochlor OA,,2015,5,1,Acetochlor OA,Poison
724,Acetochlor OA,,2017,1,1,Acetochlor OA,Poison
725,Acetochlor OA,% recovery,2012,4,11945,Acetochlor OA,Poison
726,Acetochlor OA,% recovery,2013,2,4829,Acetochlor OA,Poison
727,Acetochlor OA,% recovery,2016,2,14655,Acetochlor OA,Poison
728,Acetochlor OA,ng/l,2010,8,1,Acetochlor OA,Poison
729,Acetochlor OA,ng/l,2012,8,1,Acetochlor OA,Poison
730,Acetochlor OA,ng/l,2013,9,1,Acetochlor OA,Poison
731,Acetochlor OA,ng/l,2014,5,1,Acetochlor OA,Poison
732,Acetochlor OA,ng/l,2015,1,1,Acetochlor OA,Poison
733,Acetochlor OA,ng/l,2016,4,1,Acetochlor OA,Poison
745,Alachlor,,1989,10,1,Alachlor,Poison
746,Alachlor,,1990,1,1,Alachlor,Poison
747,Alachlor,,1998,14,1,Alachlor,Poison
748,Alachlor,,2000,12,1,Alachlor,Poison
749,Alachlor,,2003,4,1,Alachlor,Poison
750,Alachlor,,2004,2,1,Alachlor,Poison
751,Alachlor,,2006,1,1,Alachlor,Poison
752,Alachlor,,2007,3,1,Alachlor,Poison
753,Alachlor,,2008,14,1,Alachlor,Poison
754,Alachlor,,2010,1,1,Alachlor,Poison
755,Alachlor,,2011,1,1,Alachlor,Poison
756,Alachlor,,2013,1,1,Alachlor,Poison
757,Alachlor,,2015,5,1,Alachlor,Poison
758,Alachlor,,2017,1,1,Alachlor,Poison
759,Alachlor,% recovery,2012,4,3157,Alachlor,Poison
760,Alachlor,% recovery,2013,2,5555,Alachlor,Poison
761,Alachlor,% recovery,2016,2,2766,Alachlor,Poison
762,Alachlor,ng/l,2010,10,1,Alachlor,Poison
763,Alachlor,ng/l,2012,8,1,Alachlor,Poison
764,Alachlor,ng/l,2013,9,1,Alachlor,Poison
765,Alachlor,ng/l,2014,5,1,Alachlor,Poison
766,Alachlor,ng/l,2015,1,1,Alachlor,Poison
767,Alachlor,ng/l,2016,4,1,Alachlor,Poison
768,Alachlor,ug/l,1991,2,1,Alachlor,Poison
769,Alachlor,ug/l,1992,1,1,Alachlor,Poison
770,Alachlor,ug/l,1993,1,1,Alachlor,Poison
771,Alachlor,ug/l,1999,5,1,Alachlor,Poison
772,Alachlor,ug/l,2012,1,1,Alachlor,Poison
773,Aldicarb,,1998,13,1,Aldicarb,Poison
774,Aldicarb,,2007,3,1,Aldicarb,Poison
775,Aldicarb,,2008,13,1,Aldicarb,Poison
776,Aldicarb,,2010,1,1,Aldicarb,Poison
777,Aldicarb,,2013,1,1,Aldicarb,Poison
